CLIENT_ID,Travel,Meals,Lodging,Groceries,Entertainment,Clothing,Electronics,Home_Supplies,Communication,Misc,Scandanavian,Japan,Eastern_Europe,Africa,South_America,Mid_East,Western_Europe,China
20063,0,141969.1,40412.2,100848.5,259797.9,288627.3,326009.1,0,464568,310247.8,0,0,0,0,0,0,0,2148900
20064,0,0,9142.4,8219,54919.1,0,0,0,9512.5,0,0,0,0,81793,0,0,0,0
20065,0,67556,239324.3,38251.5,66541,0,0,118490.8,73301.6,3704.6,0,0,0,0,0,0,0,607169.8
20066,0,62426,64677.1,0,0,0,0,0,0,0,0,0,0,127103.1,0,0,0,0
20067,0,0,0,0,0,0,0,81475.4,108778,71471.9,0,261725.3,0,0,0,0,0,0
20068,0,119852.7,0,0,92988.6,81435.1,80620.4,0,38229.5,83658.1,0,0,0,496784.4,0,0,0,0
20069,0,30773.9,101596,0,0,0,0,0,0,52063.4,0,0,0,0,0,0,0,184433.3
20071,0,94196.6,11468,119448.4,415949,130852.9,0,112807.5,50980,208965.7,0,0,0,0,0,0,0,1144668.1
20072,0,129109.9,182996.9,0,140748.9,65788.6,144733.2,13007,84381.2,19778.6,0,0,0,780544.3,0,0,0,0
20073,0,77530.2,74663.5,47286.4,66712,247190.3,83367.4,0,0,12665,0,0,0,0,0,0,0,698904
20074,0,0,0,0,0,0,0,0,30791,58401.4,0,0,0,89192.4,0,0,0,0
20075,0,0,0,0,0,117345.1,37750.7,75712.7,69950,0,0,0,0,0,0,0,0,300758.5
20076,0,0,29525.6,101236.9,63189.4,0,0,39888.2,62066.9,130625.7,0,0,0,426532.7,0,0,0,0
20078,0,103032.4,0,100638.4,66803.6,137021.1,0,50096.9,82501.4,52929.4,0,0,0,593023.2,0,0,0,0
20080,0,78853,848.9,40349.9,72549.2,9279.2,104280.7,0,0,33360.9,0,0,0,349496,0,0,0,0
20081,0,0,0,0,0,0,62699.6,0,0,0,0,0,0,0,0,0,0,143867.2
20082,0,0,0,55295.3,26259.5,78807.8,26447.6,0,0,0,0,0,0,186810.2,0,0,0,0
20084,0,59228.3,0,0,0,0,0,38964.8,0,0,0,0,0,98193.1,0,0,0,0
20085,0,0,43650.2,0,0,46266.5,0,0,0,47064.1,0,0,0,0,0,0,0,136980.8
20086,0,0,79.4,251407.9,35168.6,47583.2,94288.2,6526.1,114021.6,166604.1,0,0,0,715679.1,0,0,0,0
20087,0,111576.3,56246.8,0,0,66068.3,80483.6,73905,0,74789.3,0,0,0,0,0,0,0,463069.3
20088,0,46232.3,56287.1,136685.2,69328.3,0,20325.8,32204.2,35561.9,137397.3,0,0,0,534022.1,0,0,0,0
20089,0,48899.9,91329.9,166894.8,94886.7,91791.6,87516.6,0,159666.4,259051.6,0,0,0,0,0,0,0,1124934.7
20090,0,0,0,15349.7,0,0,0,0,21745.1,0,0,0,0,92783.4,0,0,0,0
20091,0,0,0,0,0,0,0,0,13605.5,0,0,0,0,0,0,0,0,13605.5
20092,0,0,0,0,69608,0,52798.7,2935.1,82501.4,0,0,0,0,207843.2,0,0,0,0
20093,0,132974.5,0,7740.2,140304.3,146904.9,108966.1,58766.6,94995.4,115304.1,0,0,0,0,0,0,0,805956.1
20094,0,0,50849.3,0,0,0,0,0,0,15418.1,0,0,0,66267.4,0,0,0,0
20095,0,39990.8,47235.1,0,170041.2,0,146238,63086.8,0,866,0,0,0,0,0,0,0,467457.9
20096,0,191837.6,128186.5,25797.8,81366.7,169334,0,120115.3,74868.7,75764,0,0,0,867270.6,0,0,0,0
20097,0,0,0,0,0,0,0,0,0,149441.8,0,0,0,0,0,0,0,149441.8
20098,0,32141.9,0,51105.8,72788.6,0,27678.8,0,52354.1,8766.2,0,0,0,244835.4,0,0,0,0
20099,0,55637.3,206492.3,171266.3,236342.8,64123.8,0,64625.8,8868.8,53243.3,0,0,0,0,0,0,0,860600.4
20100,0,40486.7,133692.7,64506.1,129879.4,0,76396.7,51584.6,57740.6,0,0,0,0,554286.8,0,0,0,0
20101,0,0,0,48113.3,0,0,0,0,0,0,0,0,0,0,0,0,0,48113.3
20102,0,40531.9,113206.9,76185.4,116398.5,28721.9,64221.5,57078.6,101767,0,0,0,0,598111.7,0,0,0,0
20104,0,0,60852.8,117447.7,66068.3,126772.1,127468.3,14215,83139,0,0,0,0,595963.2,0,0,0,0
20105,0,209159.9,52798.7,0,104240.4,168838.1,228294.8,72468.6,94903.8,19026.2,0,0,0,0,0,0,0,949730.5
20106,0,23557.7,9091.1,0,26236.3,0,0,0,0,0,0,0,0,58885.1,0,0,0,0
20107,0,0,11433.8,0,20240.3,79286.6,0,38126.9,0,15760.1,0,0,0,0,0,0,0,164847.7
20108,0,0,0,117858.1,47053.1,0,58612.7,0,44009.3,0,0,0,0,267533.2,0,0,0,0
20109,0,226465.1,96654.1,41341.7,65948.6,0,138154.6,199532.6,184587.2,54474.5,0,0,0,0,0,0,0,1007158.4
20110,0,22942.1,133242,63366.5,0,41187.8,0,0,45137.9,219180.5,0,0,0,525056.8,0,0,0,0
20111,0,0,0,0,0,0,69471.2,0,0,0,0,0,0,0,0,0,0,126391
20112,0,76824.2,64779.7,0,0,8561,0,0,0,0,0,0,0,150164.9,0,0,0,0
20113,0,90327.1,135995.1,59262.5,152656.6,0,113611.2,0,80637.5,165685.6,0,0,0,0,0,0,0,798175.6
20114,0,0,0,0,42914.9,55825.4,0,0,0,0,0,0,0,98740.3,0,0,0,0
20115,0,0,90190.3,6201.2,45166,96295,56668.2,41985.4,23523.5,95741.7,0,0,0,0,0,0,0,455771.3
20116,0,0,0,0,43581.8,0,0,0,0,0,0,0,0,43581.8,0,0,0,0
20117,0,303357.7,113395,126071,364061.5,140663.4,96146,0,88531.6,244431.1,0,0,0,0,0,0,0,1563273.7
20118,0,0,0,27011.9,39238.4,0,44077.7,0,0,0,0,0,0,110328,0,0,0,0
20119,0,0,0,0,0,0,8270.3,0,0,0,0,0,0,0,0,0,0,8270.3
20120,0,2661.5,64683.2,308350.9,130095.6,23797.1,81788.1,126641.4,34364.9,167897.6,0,0,0,940280.3,0,0,0,0
20121,0,0,0,0,0,16871.6,0,0,0,0,0,0,0,0,0,0,0,16871.6
20122,0,0,0,27388.1,0,0,78944.6,79064.3,35510.6,7056.2,0,0,0,227963.8,0,0,0,0
20123,0,0,0,0,0,0,0,0,3465.2,0,0,0,0,0,0,0,0,3465.2
20124,0,39905.3,75849.5,58350.1,0,33492.8,0,73620.4,79543.1,67162.7,0,0,0,427923.9,0,0,0,0
20125,0,0,0,0,0,37990.1,0,0,63999.2,0,0,0,0,0,0,0,0,101989.3
20126,0,0,82621.1,0,25370.3,0,0,0,36023.6,136514.2,0,0,0,280529.2,0,0,0,0
20127,0,57005.3,209610.6,93302.5,239825.1,9604.1,72925.4,87916,65805.7,76926.8,0,0,0,0,0,0,0,912921.5
20128,0,9501.5,0,58133.9,0,0,65948.6,66164.8,176094.6,105557.1,0,0,0,481400.5,0,0,0,0
20129,0,33698,0,6013.1,44368.4,77303,0,45103.7,0,0,0,0,0,0,0,0,0,206486.2
20130,0,155944.7,42555.8,84143,47235.1,34769.2,49907.6,132632.5,19214.3,0,0,0,0,566402.2,0,0,0,0
20131,0,31970.9,100894.9,23044.7,0,0,47348.7,93741,0,134034.7,0,0,0,0,0,0,0,431034.9
20132,0,7107.5,171910,178550.9,10920.8,70987,0,0,47064.1,46745.3,0,0,0,559282.5,0,0,0,0
20133,0,45103.7,114620.1,75404.9,70080.7,128494.3,118080.4,100963.3,16666.4,52114.7,0,0,0,0,0,0,0,721528.5
20134,0,19419.5,0,92550.1,78414.5,0,57877.4,0,142715.4,125194,0,0,0,621460.5,0,0,0,0
20135,0,112134.5,19693.1,39118.7,0,85032.2,329497.5,100529.7,131514.9,96534.4,0,0,0,0,0,0,0,914055
20137,0,0,0,59074.4,0,0,0,83880.4,0,76379.6,0,219334.4,0,0,0,0,0,0
20138,0,210100.4,54560,12613.7,75575.9,0,103100.8,42914.9,0,105990.7,0,0,0,604856.4,0,0,0,0
20139,0,10983.1,13827.8,83048.6,62956.1,114694.6,0,0,7654.7,83247.7,0,376412.6,0,0,0,0,0,0
20140,0,69926.8,0,0,47172.8,0,58544.3,43496.3,73883,19368.2,0,0,0,312391.4,0,0,0,0
20141,0,22480.4,84553.4,0,20890.1,0,30312.2,0,0,0,0,158236.1,0,0,0,0,0,0
20142,0,63075.8,89095.9,0,0,0,0,47925.2,80073.2,0,0,0,0,280170.1,0,0,0,0
20143,0,0,8372.9,120354.7,0,62237.9,0,14870.9,53157.8,0,0,258994.2,0,0,0,0,0,0
20144,0,37802,144157.9,150848.9,0,66153.8,116968.9,117088.6,100467.4,23403.8,0,0,0,756891.3,0,0,0,0
20145,0,0,69556.7,51242.6,0,0,0,0,13896.2,40093.4,0,174788.9,0,0,0,0,0,0
20146,0,0,0,68838.5,0,0,18769.7,0,0,0,0,0,0,116637.9,0,0,0,0
20147,0,0,29884.7,72600.5,38451.8,0,102325.2,0,0,0,0,243262.2,0,0,0,0,0,0
20148,0,0,0,0,158282.5,80210,0,50131.1,0,0,0,0,0,288623.6,0,0,0,0
20149,0,41786.3,0,0,0,0,0,0,0,0,0,41786.3,0,0,0,0,0,0
20150,0,38708.3,10544.6,0,79355,54850.7,17008.4,61906.9,0,75467.2,0,0,0,337841.1,0,0,0,0
20151,0,0,80067.1,0,0,212090.1,42966.2,0,0,62625.1,0,397748.5,0,0,0,0,0,0
20152,0,0,110351.2,0,0,53482.7,26293.7,35579,0,49224.8,0,0,0,274931.4,0,0,0,0
20153,0,0,56064.8,0,0,79064.3,0,0,0,0,0,135129.1,0,0,0,0,0,0
20154,0,32005.1,0,5585.6,150861.1,78243.5,0,75319.4,0,0,0,0,0,342014.7,0,0,0,0
20155,0,0,155865.3,0,33691.9,0,12271.7,1379,0,102416.8,0,305624.7,0,0,0,0,0,0
20156,0,0,32364.2,42248,0,0,0,0,47685.8,0,0,0,0,195958.7,0,0,0,0
20157,0,0,0,0,78294.8,0,0,0,0,0,0,78294.8,0,0,0,0,0,0
20158,0,69283.1,72515,107267.1,170148.7,148398.7,48198.8,122434.8,65651.8,165065.1,0,0,0,968963.1,0,0,0,0
20159,0,0,0,0,51396.5,12425.6,0,0,0,0,0,63822.1,0,0,0,0,0,0
20160,0,0,83612.9,0,180654.2,38981.9,234838,38195.3,55351.5,134889.7,0,0,0,766523.5,0,0,0,0
20161,0,0,0,0,13126.7,0,33527,0,0,0,0,46653.7,0,0,0,0,0,0
20162,0,0,112431.3,88525.5,74475.4,0,30072.8,168023.4,34672.7,233.3,0,0,0,508434.4,0,0,0,0
20164,0,0,0,63828.2,59006,0,0,0,0,0,0,0,0,122834.2,0,0,0,0
20165,0,0,0,58014.2,0,0,0,0,0,0,0,58640.8,0,0,0,0,0,0
20166,0,74823.5,0,0,0,0,2028.8,6748.4,0,0,0,0,0,83600.7,0,0,0,0
20167,0,38007.2,0,0,0,0,0,73643.6,0,0,0,111650.8,0,0,0,0,0,0
20168,0,63828.2,0,0,0,41478.5,0,47788.4,58595.6,1173.8,0,0,0,212864.5,0,0,0,0
20169,0,0,0,0,0,14922.2,0,0,0,0,0,14922.2,0,0,0,0,0,0
20170,0,12511.1,0,0,0,84296.9,0,0,53328.8,0,0,0,0,211605.2,0,0,0,0
20172,0,0,34980.5,30203.5,79782.5,0,0,12271.7,0,50028.5,0,0,0,207266.7,0,0,0,0
20174,0,30842.3,34826.6,0,14186.9,0,45172.1,0,0,84604.7,0,0,0,209632.6,0,0,0,0
20175,0,0,0,0,0,37699.4,0,0,0,0,0,37699.4,0,0,0,0,0,0
20176,0,36878.6,70616.9,97605.6,33401.2,129075.7,28072.1,161138.2,0,64358.3,0,0,0,621146.6,0,0,0,0
20177,0,79423.4,0,0,0,227730.5,57090.8,0,0,0,0,423832.1,0,0,0,0,0,0
20178,0,0,113548.9,29622.1,122013.4,19470.8,116832.1,44265.8,0,1379,0,0,0,447132.1,0,0,0,0
20179,0,76578.7,0,0,0,0,0,0,0,84365.3,0,160944,0,0,0,0,0,0
20180,0,42675.5,0,0,0,74840.6,0,0,0,22514.6,0,0,0,140030.7,0,0,0,0
20181,0,0,59792.6,0,0,0,0,4166.3,0,18974.9,0,82933.8,0,0,0,0,0,0
20182,0,257284.2,63645,0,0,0,0,166911.9,131469.7,72275.6,0,0,0,691586.4,0,0,0,0
20183,0,0,0,0,0,0,2918,0,0,0,0,2918,0,0,0,0,0,0
20184,0,0,0,70969.9,3738.8,59399.3,0,0,23797.1,50250.8,0,0,0,208155.9,0,0,0,0
20185,0,69761.9,5021.3,0,52918.4,71192.2,42361.6,0,73147.7,0,0,314403.1,0,0,0,0,0,0
20186,0,80090.3,60926.1,0,0,0,0,0,0,0,0,0,0,141016.4,0,0,0,0
20187,0,0,0,0,0,48746,0,0,0,0,0,48746,0,0,0,0,0,0
20188,0,0,86291.5,0,0,0,0,84673.1,0,0,0,0,0,170964.6,0,0,0,0
20189,0,0,55836.4,23147.3,197600.3,0,80449.4,13485.8,62836.4,28824.5,0,462180.1,0,0,0,0,0,0
20190,0,0,0,0,763.4,0,0,0,0,84279.8,0,0,0,85043.2,0,0,0,0
20191,0,31355.3,30329.3,30944.9,0,0,99373,0,20770.4,56680.4,0,320695.9,0,0,0,0,0,0
20192,0,18632.9,83549.4,176755.4,0,71978.8,161816.1,0,0,62220.8,0,0,0,574953.4,0,0,0,0
20194,0,0,0,70463,0,64153.1,101715.7,0,227132,36752.8,0,0,0,500216.6,0,0,0,0
20195,0,0,0,12357.2,10202.6,0,83538.4,0,0,0,0,106098.2,0,0,0,0,0,0
20196,0,0,0,0,69659.3,0,28208.9,0,0,49481.3,0,0,0,147349.5,0,0,0,0
20198,0,64016.3,63794,260915.5,0,11256.7,0,0,72292.7,46784.4,0,0,0,519059.6,0,0,0,0
20199,0,0,0,0,0,81270.2,5209.4,0,143525.2,77758.6,0,307763.4,0,0,0,0,0,0
20200,0,0,102485.2,0,49919.8,94824.4,70890.5,76396.7,62368.6,2370.8,0,0,0,459256,0,0,0,0
20201,0,0,60032,0,45103.7,0,0,0,0,0,0,105135.7,0,0,0,0,0,0
20202,0,39956.6,59632.6,69060.8,0,24481.1,9074,0,0,57939.7,0,0,0,260144.8,0,0,0,0
20204,0,7004.9,0,0,0,0,68017.7,0,0,0,0,0,0,75022.6,0,0,0,0
20205,0,25643.9,104981.8,134513.5,103015.3,0,0,1208,2234,8219,0,379815.5,0,0,0,0,0,0
20206,0,0,0,0,0,0,0,0,120046.9,0,0,0,0,120046.9,0,0,0,0
20208,0,0,0,34587.2,0,0,0,0,0,0,0,0,0,34587.2,0,0,0,0
20209,0,55483.4,0,0,0,0,1208,0,0,0,0,56691.4,0,0,0,0,0,0
20210,0,0,3944,71061.5,0,70189.4,0,60265.3,0,0,0,0,0,205460.2,0,0,0,0
20211,0,71232.5,39546.2,0,0,0,0,0,0,0,0,110778.7,0,0,0,0,0,0
20212,0,32723.3,20667.8,0,33663.8,0,132432.2,61998.5,35801.3,0,0,0,0,317286.9,0,0,0,0
20214,0,44932.7,79679.9,118313.7,34484.6,91985.8,52234.4,0,0,0,0,0,0,421631.1,0,0,0,0
20215,0,44607.8,81441.2,0,0,0,0,0,0,0,0,126049,0,0,0,0,0,0
20216,0,0,0,0,0,0,30585.8,0,82227.8,49737.8,0,0,0,162551.4,0,0,0,0
20217,0,0,0,0,0,0,23113.1,0,0,0,0,23113.1,0,0,0,0,0,0
20218,0,0,6697.1,58162,65794.7,60425.3,0,71027.3,0,76311.2,0,0,0,338417.6,0,0,0,0
20219,0,0,0,0,11769.7,0,0,0,0,0,0,11769.7,0,0,0,0,0,0
20220,0,0,0,14152.7,58356.2,69539.6,41085.2,45411.5,130802.8,2866.7,0,0,0,362214.7,0,0,0,0
20222,0,21368.9,0,0,0,83185.4,0,21095.3,0,0,0,0,0,125649.6,0,0,0,0
20223,0,0,0,0,0,0,0,0,0,5842.1,0,5842.1,0,0,0,0,0,0
20224,0,0,0,3413.9,0,0,143662,0,0,0,0,0,0,147075.9,0,0,0,0
20226,0,0,0,0,9843.5,0,0,0,0,38947.7,0,0,0,120314.4,0,0,0,0
20228,0,0,166911.9,0,0,0,19556.3,0,0,66615.5,0,0,0,253083.7,0,0,0,0
20229,0,29269.1,0,0,0,11929.7,0,0,9296.3,145628.5,0,196123.6,0,0,0,0,0,0
20230,0,20565.2,0,0,0,0,0,0,0,71181.2,0,0,0,91746.4,0,0,0,0
20231,0,19094.6,45377.3,0,0,0,0,49714.6,0,176505,0,290691.5,0,0,0,0,0,0
20232,0,29451.1,0,0,56828.2,72429.5,0,0,7962.5,0,0,0,0,308269.1,0,0,0,0
20234,0,41427.2,8287.4,0,30893.6,22138.4,14357.9,171597.3,0,54491.6,0,0,0,343193.4,0,0,0,0
20235,0,57484.1,58082.6,32860.1,0,0,132547,0,31338.2,132575.1,0,444887.1,0,0,0,0,0,0
20236,0,0,80723,0,91626.7,39512,0,0,164022,78089.6,0,0,0,453973.3,0,0,0,0
20237,0,0,0,0,13810.7,0,0,0,50182.4,70582.7,0,134575.8,0,0,0,0,0,0
20238,0,0,43541.5,39306.8,100399,57997.1,0,37425.8,0,44248.7,0,0,0,322918.9,0,0,0,0
20239,0,72874.1,0,0,0,0,0,0,0,0,0,72874.1,0,0,0,0,0,0
20240,0,0,0,0,0,0,67470.5,0,0,0,0,0,0,67470.5,0,0,0,0
20242,0,15760.1,0,46916.3,0,13896.2,13896.2,218137.4,91301.8,74071.1,0,0,0,473979.1,0,0,0,0
20243,0,0,0,0,0,0,54987.5,0,0,0,0,0,0,0,0,0,0,54987.5
20244,0,119636.5,0,122458,86217,0,0,0,0,60692.8,0,0,0,389004.3,0,0,0,0
20245,0,0,0,0,0,0,0,0,0,77303,0,77303,0,0,0,0,0,0
20246,0,51550.4,0,0,0,0,0,0,0,26721.2,0,0,0,78271.6,0,0,0,0
20247,0,0,0,45069.5,0,0,0,0,0,0,0,45069.5,0,0,0,0,0,0
20248,0,129657.1,169579.5,12186.2,165201.9,87499.5,99475.6,72303.7,0,25609.7,0,0,0,761513.2,0,0,0,0
20250,0,62522.5,114438.1,0,14477.6,51242.6,99834.7,63400.7,108555.7,0,0,0,0,514471.9,0,0,0,0
20252,0,0,75210.7,25524.2,5807.9,78055.4,61787.2,73985.6,0,70816,0,0,0,391187,0,0,0,0
20253,0,0,0,0,0,0,4730.6,0,11656.1,0,0,57420.6,0,0,0,0,0,0
20255,0,18855.2,0,0,0,0,36034.6,0,30278,0,0,85167.8,0,0,0,0,0,0
20256,0,0,0,0,0,0,0,0,19607.6,0,0,0,0,64044.4,0,0,0,0
20257,0,124350,17760.8,3961.1,75952.1,0,0,76294.1,0,83920.7,0,382238.8,0,0,0,0,0,0
20258,0,15982.4,8680.7,111565.3,0,0,29149.4,30613.9,0,42635.2,0,0,0,238626.9,0,0,0,0
20260,0,0,0,0,0,2165.6,0,100621.3,0,69283.1,0,0,0,172070,0,0,0,0
20262,0,15760.1,0,0,0,35527.7,104058.4,0,2011.7,0,0,0,0,157357.9,0,0,0,0
20264,0,46363,122298,155033.5,0,161160.2,5585.6,158087.1,199692.6,155768.8,0,0,0,1003988.8,0,0,0,0
20265,0,0,0,0,0,0,29696.6,0,0,0,0,29696.6,0,0,0,0,0,0
20266,0,140629.2,26977.7,0,0,127399.9,110789.7,43182.4,142783.8,35938.1,0,0,0,627700.8,0,0,0,0
20267,0,3191.6,0,66307.7,0,0,0,0,43325.3,0,0,112824.6,0,0,0,0,0,0
20268,0,0,2678.6,0,42299.3,0,0,0,0,0,0,0,0,44977.9,0,0,0,0
20269,0,61023.8,0,37904.6,0,0,5192.3,0,27080.3,0,0,131201,0,0,0,0,0,0
20270,0,0,0,0,0,0,0,0,4559.6,0,0,0,0,76099.9,0,0,0,0
20271,0,34518.8,43917.7,47925.2,104291.7,47549,22600.1,0,54936.2,0,0,355738.7,0,0,0,0,0,0
20272,0,0,58202.3,0,67430.2,23420.9,0,53363,0,51635.9,0,0,0,254052.3,0,0,0,0
20273,0,74378.9,0,0,0,75251,0,0,0,0,0,149629.9,0,0,0,0,0,0
20274,0,53089.4,0,0,0,1481.6,0,82039.7,9758,0,0,0,0,146368.7,0,0,0,0
